source_doc,main_work,process,sub_process,chunk_id,step_number,text,image_path,has_image,procedure_id,step_counter
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_011,11,"Select, add, or edit images as needed. When finished, click NEXT to continue. Upload clear, high-quality images that suppliers can use to accurately identify the required parts. Well-lit and focused images will help minimise quoting errors and ensure faster and more accurate responses.",images/JI_104_01_Quoting_img_0159.png,TRUE,tpc_quoting_quoting_in_partscheck,11
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_012,12,Click NEXT to bypass the Build Quote step. This step is only visible when creating a manual quote. Should only be used if creating a manual quote but not necessary.,images/JI_104_01_Quoting_img_0160.png,TRUE,tpc_quoting_quoting_in_partscheck,12
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_013,13,"Enter the parts you require, listing one part per line. If the quote was created from a quote package, the parts will already be populated for you. List one part per line, provide accurate and complete part descriptions, review all part entries carefully, check pre-filled parts if using a quote package, and keep part entries organised and accurate. Following these steps ensures suppliers clearly understand your request, reduces errors or misquotes, speeds up response times, and improves the accuracy and availability of the parts quoted. It helps you get the right parts faster and at the best possible price.",images/JI_104_01_Quoting_img_0161.png,TRUE,tpc_quoting_quoting_in_partscheck,13
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_014,14,"Tick SELECT ALL to select all part types (OEM, Used, Aftermarket or Reconditioned). Then click NEXT. Selecting all part types ensures your quote request covers every available part option from your selected suppliers — OEM, parallel, aftermarket, recycled, and reconditioned. This increases both your chances of securing the best price and sourcing available parts quickly. Selecting all part types allows suppliers to quote across all available options, helping you source parts faster and often at a better price. Limiting part types can reduce availability and delay your quoting process.",images/JI_104_01_Quoting_img_0162.png,TRUE,tpc_quoting_quoting_in_partscheck,14
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_015,15," To select suppliers, use your 'preferred supplier list' or scroll down to choose from the suggested suppliers. Click “Add Temporarily” to select a supplier for this quote only, or click “Add to Preferred” to save them for future quotes. Once your suppliers are selected, click NEXT to continue. Select one OEM dealer and up to nine additional suppliers, aiming to send your quote request to all ten where possible to maximise part availability, pricing options, and supplier response speed. Sending your quote to the maximum number of suppliers increases your chances of receiving faster responses, better pricing, and higher part availability. It also gives suppliers more opportunity to compete for your business, which can result in better overall outcomes for your quote.",images/JI_104_01_Quoting_img_0163.png,TRUE,tpc_quoting_quoting_in_partscheck,15
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_016,16, Click in Search Supplier to find the supplier that you are looking for. To look up Suppliers that you can’t find easily,images/JI_104_01_Quoting_img_0164.png,TRUE,tpc_quoting_quoting_in_partscheck,16
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_017,17, Click Change Tier. Having tier's allocated means that you can have multiple OEM suppliers that will come up to select. If you do not have them set in tier’s it means that whichever Supplier has the highest star rating will come up first. This can cause the customers to get frustrated as it keeps changing,images/JI_104_01_Quoting_img_0165.png,TRUE,tpc_quoting_quoting_in_partscheck,17
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_018,18, Select which Tier that you need them to be. Click OK,images/JI_104_01_Quoting_img_0166.png,TRUE,tpc_quoting_quoting_in_partscheck,18
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_019,19," Select the time by which you would like your quote prices completed. Choose a standard time frame by ticking a time box, or select “Urgent” from the drop-down menu if a faster response is needed. Once selected, click SUBMIT to send your request. To ensure quality and efficiency, select a suitable response time so suppliers can meet your required turnaround. If your quote has many line items, allow additional time for suppliers to respond thoroughly before clicking SUBMIT to send your request. If suppliers miss the cutoff time, they can’t submit their prices. Allowing more time — especially for larger quotes — helps ensure you receive complete and competitive responses.",images/JI_104_01_Quoting_img_0167.png,TRUE,tpc_quoting_quoting_in_partscheck,19
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_020,20," Review all information carefully. When you are ready to proceed, click OK to send your quote to the selected suppliers.",images/JI_104_01_Quoting_img_0168.png,TRUE,tpc_quoting_quoting_in_partscheck,20
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_021,21, Click Check Price,images/JI_104_01_Quoting_img_0169.png,TRUE,tpc_quoting_quoting_in_partscheck,21
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting in PartsCheck,tpc_quoting_quoting_in_partscheck_022,22," After sending, the quote will appear in the Active Quotes screen, where it will stay until prices are received from the suppliers. Monitor supplier responses through status icons: a green tick means prices have been returned, a yellow tick indicates a partial or different response (hover over it for details), and a red cross shows no response or that the supplier missed the deadline — helping you quickly track quote progress and follow up efficiently. Understanding the status icons allows you to quickly assess supplier responses, identify any missing or delayed quotes, and take prompt action to follow up, ensuring you keep the quoting process moving efficiently.",images/JI_104_01_Quoting_img_0170.png,TRUE,tpc_quoting_quoting_in_partscheck,22
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_001,1, Once prices are all received back. Click Open on the Quote,images/JI_104_01_Quoting_img_0171.png,TRUE,tpc_quoting_setting_mark_up_rules,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_002,2,Click Rules Set,images/JI_104_01_Quoting_img_0172.png,TRUE,tpc_quoting_setting_mark_up_rules,2
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_003,3,Mark up Settings. Show the customer how to create rules that they can use. Add Rules that align with Business goals. Customers can set a default rule. Making sure that they are getting the allocated mark ups that they are entitled to.,images/JI_104_01_Quoting_img_0173.png,TRUE,tpc_quoting_setting_mark_up_rules,3
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_004,4,Click Quick Selection. To save time the customer can select from the drop down - Best Profit and it will select those parts for you,images/JI_104_01_Quoting_img_0174.png,TRUE,tpc_quoting_setting_mark_up_rules,4
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_005,5,Click Grid View,images/JI_104_01_Quoting_img_0175.png,TRUE,tpc_quoting_setting_mark_up_rules,5
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_setting_mark_up_rules_006,6,Click List View,images/JI_104_01_Quoting_img_0176.png,TRUE,tpc_quoting_setting_mark_up_rules,6
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_001,7,"Supplier Information. If you hover your mouse over the supplier icon - it will let you see the supplier phone number, delivery and the price expiry. This is important for the customer to be able to see when the price expires and the supplier information",images/JI_104_01_Quoting_img_0177.png,TRUE,tpc_quoting_quoting,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_002,8,"Supplier Comment. The ""!"" Mark in the grey corner of the price shows that the supplier has left a comment. Customer could miss out on key information from the supplier",images/JI_104_01_Quoting_img_0178.png,TRUE,tpc_quoting_quoting,2
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_003,9,Green Flame. Part numbers match between the parallel supplier and the OEM supplier,images/JI_104_01_Quoting_img_0179.png,TRUE,tpc_quoting_quoting,3
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_004,10,"Purple Flame - ""Aftermarket certified parts"" refers to replacement car parts that are not manufactured by the original equipment manufacturer (OEM) but have been tested and certified by a recognized organization, like the Certified Automotive Parts Association (CAPA), to meet specific quality standards, ensuring they are comparable to the original part in terms of fit, form, and function, making them a reliable and safe option for consumers; essentially, it means the aftermarket part has undergone rigorous testing to prove its quality is on par with the OEM part",images/JI_104_01_Quoting_img_0180.png,TRUE,tpc_quoting_quoting,4
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_005,11,"Supplier adding Parts. If the supplier thinks that extra parts are needed, they will add the parts and they will come through as orange. This is where the supplier can add freight to the order.",images/JI_104_01_Quoting_img_0181.png,TRUE,tpc_quoting_quoting,5
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_006,12,When it appears red it means that the Part has been deleted in the quote package,images/JI_104_01_Quoting_img_0182.png,TRUE,tpc_quoting_quoting,6
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_007,13,Optional Part. An optional part is when the supplier has an alternate part – e.g. used. You will only be able to select one of the parts.,images/JI_104_01_Quoting_img_0183.png,TRUE,tpc_quoting_quoting,7
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_008,14,Selecting Parts. When selecting the parts you can click on the supplier icon at the top and it will select all the parts that they have priced.,images/JI_104_01_Quoting_img_0184.png,TRUE,tpc_quoting_quoting,8
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Setting Mark Up Rules,tpc_quoting_quoting_009,15,Or you can select each part individually by clicking on it.,images/JI_104_01_Quoting_img_0185.png,TRUE,tpc_quoting_quoting,9
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_010,1,Modify Calculator. Once the price is selected you can click on the modify calculator to modify the price. This is up to the customer to use to get the best profit that they can. Changing the prices in PartsCheck will update the Quote Package.,images/JI_104_01_Quoting_img_0186.png,TRUE,tpc_quoting_quoting,10
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_011,2,[Images],images/JI_104_01_Quoting_img_0187.png,TRUE,tpc_quoting_quoting,11
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_012,3,Hover the mouse over the price for Part Information. When hovering the mouse over the price it will bring u a box with the information on the part. This will show you the Mark-Up and Profit. Comments that the Supplier has left.,images/JI_104_01_Quoting_img_0188.png,TRUE,tpc_quoting_quoting,12
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_013,4,"Profit Calculator. Profit calculator will show the profit that you will make if you select those parts, you can select other parts and use the modify calculator to make sure that you are getting the best profit off the parts",images/JI_104_01_Quoting_img_0189.png,TRUE,tpc_quoting_quoting,13
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_014,5,"Save Prices. Once you have selected the parts that you want, click save",images/JI_104_01_Quoting_img_0190.png,TRUE,tpc_quoting_quoting,14
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_015,6,Click Confirm Parts. This will Update your Quote Package with the Part numbers and prices. If you do not want it to update the quote package untick the box and press confirm. Tick not in box means that the settings are not set up for auto sync,images/JI_104_01_Quoting_img_0191.png,TRUE,tpc_quoting_quoting,15
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_016,7,6. Cancel Request - If you want to cancel the request. Click Cancel Request,,FALSE,tpc_quoting_quoting,16
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_017,8,Quoting in Ibodyshop (See JI_104_01.1_Quoting_IBodyshop),,FALSE,tpc_quoting_quoting,17
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_018,9,Quoting in FlexiQuote Cloud (See JI_104_01.2_Quoting_FlexiQuote Cloud),,FALSE,tpc_quoting_quoting,18
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_019,10,Quoting in FlexiQuote Desktop (See JI_104_01.3_Quoting_FlexiQuote Desktop),,FALSE,tpc_quoting_quoting,19
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_020,11,Quoting in Business Manager (See JI_104_01.4_Quoting_Business Manager),,FALSE,tpc_quoting_quoting,20
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_021,12,Quoting in AutoQuote (See JI_104_01.5_Quoting_AutoQuote.docx),,FALSE,tpc_quoting_quoting,21
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_022,13,Quoting in VQS (See JI_104_01.6_Quoting_VQS),,FALSE,tpc_quoting_quoting,22
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_023,14,Quoting in Panel and Paint (See JI_104_01.7_Quoting_Panel and Paint),,FALSE,tpc_quoting_quoting,23
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_024,15,Quoting in Crashzone (See JI_104_01.8_Quoting_Crashzone),,FALSE,tpc_quoting_quoting,24
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_025,16,Quoting in CarQuote (See JI_104_01.9_Quoting_CarQuote),,FALSE,tpc_quoting_quoting,25
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_026,17,Quoting in Quotomation (See JI_104_01.10_Quoting_Quotomation),,FALSE,tpc_quoting_quoting,26
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Info Page,tpc_quoting_info_page_001,1,Info Page - The info page will display all the information from the quote that was sent. Images sent to the supplier will appear here.,images/JI_104_01_Quoting_img_0192.png,TRUE,tpc_quoting_info_page,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Document Page,tpc_quoting_document_page_001,1,Documents Page - Any images or documents the supplier sends you will appear here,images/JI_104_01_Quoting_img_0193.png,TRUE,tpc_quoting_document_page,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Available prices,tpc_quoting_available_prices_001,1,Click Print Available Prices. Click on to Print Available prices and it will download into a PDF. This report can be given to the assessor to show that the customer has tried to source parts from multiple suppliers,images/JI_104_01_Quoting_img_0194.png,TRUE,tpc_quoting_available_prices,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,List Price,tpc_quoting_list_price_001,1,Click Print List Price. Click on to Print List prices and it will download into a PDF. This will print a report to show the suppliers that have given prices. ,images/JI_104_01_Quoting_img_0195.png,TRUE,tpc_quoting_list_price,1
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_027,2,[images],images/JI_104_01_Quoting_img_0196.png,TRUE,tpc_quoting_quoting,27
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_028,3,[images],images/JI_104_01_Quoting_img_0197.png,TRUE,tpc_quoting_quoting,28
JI_104_01_Quoting.docx,Training Repairers on PartsCheck,Quoting,Quoting,tpc_quoting_quoting_029,4,Click Eye button - List setting,images/JI_104_02.1- Ordering_IBodyshop_img_0198.png,TRUE,tpc_quoting_quoting,29
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_001,1,It will automatically import into Ibody,images/JI_104_02.1- Ordering_IBodyshop_img_0199.png,TRUE,tpc_ordering_ordering_in_ibodyshop,1
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_002,2,IBody settings and troubleshooting. Job must be issued in IBody for the order to come over. Job must be issued in IBody for the order to come over,images/JI_104_02.1- Ordering_IBodyshop_img_0200.png,TRUE,tpc_ordering_ordering_in_ibodyshop,2
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_003,3,"On Ibody Dashboard Click Settings. Only people with administrator access will have this feature. If you can't find it on the dashboard, ask them if they have access to it.",images/JI_104_02.1- Ordering_IBodyshop_img_0201.png,TRUE,tpc_ordering_ordering_in_ibodyshop,3
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_004,4,"Click PartsCheck. If it is not syncing, these settings may not be done right. The settings need to be set this way for it to sync",images/JI_104_02.1- Ordering_IBodyshop_img_0202.png,TRUE,tpc_ordering_ordering_in_ibodyshop,4
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_005,5,Go into Parscheck account. Click Settings. Click Data setttings. Copy ID next to the supplier. Then go into Ibodyshop,images/JI_104_02.1- Ordering_IBodyshop_img_0203.png,TRUE,tpc_ordering_ordering_in_ibodyshop,5
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_006,6,"In IBody Click Settings on the Dashboard. Only people with administrator access will have this feature. If you can't find it on the dashboard, ask them if they have access to it.",images/JI_104_02.1- Ordering_IBodyshop_img_0204.png,TRUE,tpc_ordering_ordering_in_ibodyshop,6
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_007,7,Click Creditors. Start typing the supplier name at the top of the page. Click on the Supplier. If the Supplier isn't in there the customer will have to add it. This must be added so that Partscheck can sync,images/JI_104_02.1- Ordering_IBodyshop_img_0205.png,TRUE,tpc_ordering_ordering_in_ibodyshop,7
JI_104_02.1- Ordering_IBodyshop.docx,Training Repairers on PartsCheck,Ordering,Ordering in IBodyShop,tpc_ordering_ordering_in_ibodyshop_008,7,Enter Supplier ID into the Creditor,images/JI_104_02.1- Ordering_IBodyshop_img_0206.png,TRUE,tpc_ordering_ordering_in_ibodyshop,8
JI_104_02.10- Ordering_Quotomation.docx,Training Repairers on PartsCheck,Ordering,Ordering in Quotomation,tpc_ordering_ordering_in_quotomation_001,1,Return to Quotimation and delivery status and quick status will auto update. User has to option to manual select quick status to update progression,,FALSE,tpc_ordering_ordering_in_quotomation,1
JI_104_02.2- Ordering_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Cloud,tpc_ordering_ordering_in_flexiquote_cloud_001,1,Click Creditor. Click PartsCheck,images/JI_104_02.2- Ordering_FlexiQuote Cloud_img_0209.png,TRUE,tpc_ordering_ordering_in_flexiquote_cloud,1
JI_104_02.2- Ordering_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Cloud,tpc_ordering_ordering_in_flexiquote_cloud_002,2,Click Import frm PartsCheck,images/JI_104_02.2- Ordering_FlexiQuote Cloud_img_0210.png,TRUE,tpc_ordering_ordering_in_flexiquote_cloud,2
JI_104_02.2- Ordering_FlexiQuote Cloud.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Cloud,tpc_ordering_ordering_in_flexiquote_cloud_003,3,Will show on the Quote Item Ordered,images/JI_104_02.2- Ordering_FlexiQuote Cloud_img_0211.png,TRUE,tpc_ordering_ordering_in_flexiquote_cloud,3
JI_104_02.3- Ordering_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Desktop,tpc_ordering_ordering_in_flexiquote_desktop_001,1,Click Creditor. Click PartsCheck,images/JI_104_02.3- Ordering_FlexiQuote Desktop_img_0213.png,TRUE,tpc_ordering_ordering_in_flexiquote_desktop,1
JI_104_02.3- Ordering_FlexiQuote Desktop.docx,Training Repairers on PartsCheck,Ordering,Ordering in Flexiquote Desktop,tpc_ordering_ordering_in_flexiquote_desktop_002,2,Click Import fom PartsCheck. Will update the quote to have the order status updated,images/JI_104_02.3- Ordering_FlexiQuote Desktop_img_0214.png,TRUE,tpc_ordering_ordering_in_flexiquote_desktop,2
JI_104_02.4- Ordering_Business Manager.docx,Training Repairers on PartsCheck,Ordering,Ordering in Business Manager,tpc_ordering_ordering_in_business_manager_001,1,Orders will be updated Automatically. Purchase Order will be created,images/JI_104_02.4- Ordering_Business Manager_img_0216.png,TRUE,tpc_ordering_ordering_in_business_manager,1
JI_104_02.5- Ordering_AutoQuote.docx,Training Repairers on PartsCheck,Ordering,Ordering in AutoQuote,tpc_ordering_ordering_in_autoquote_001,1,AutoQuote will automatically update once the order is saved in PartsCheck,images/JI_104_02.5- Ordering_AutoQuote_img_0218.png,TRUE,tpc_ordering_ordering_in_autoquote,1
JI_104_02.5- Ordering_AutoQuote.docx,Training Repairers on PartsCheck,Ordering,Ordering in AutoQuote,tpc_ordering_ordering_in_autoquote_002,2,[Image],images/JI_104_02.5- Ordering_AutoQuote_img_0219.png,TRUE,tpc_ordering_ordering_in_autoquote,2
JI_104_02.6- Ordering_VQS.docx,Training Repairers on PartsCheck,Ordering,Ordering in VQS,tpc_ordering_ordering_in_vqs_001,1,"Parts will automatically update VQS, no need to import any info, it will mark who it has been purchased from",,FALSE,tpc_ordering_ordering_in_vqs,1
JI_104_02.7- Ordering_Panel and Paint.docx,Training Repairers on PartsCheck,Ordering,Ordering in Panel N Paint,tpc_ordering_ordering_in_panel_n_paint_001,1,Select Estimate then Estimate Lines (F3). A popup will appear - New information importing. Order will now be updated,images/JI_104_02.7- Ordering_Panel and Paint_img_0222.png,TRUE,tpc_ordering_ordering_in_panel_n_paint,1
JI_104_02.8- Ordering_Crashzone.docx,Training Repairers on PartsCheck,Ordering,Ordering in Crashzone,tpc_ordering_ordering_in_crashzone_001,1,Go to Quote. Click on Parts. Click on PartsCheck. The status will update to Ordered,images/JI_104_02.8- Ordering_Crashzone_img_0224.png,TRUE,tpc_ordering_ordering_in_crashzone,1
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_001,1,"Obtain the customer's phone number by accessing their account in the CM Panel under Setup Client to avoid calling incorrect number. Always obtain the customer's phone number directly from the CM Panel under Setup Client, as numbers stored in other systems like Pipedrive or Zendesk may be outdated or incorrect, ensuring you contact the correct person without delays.",images/JI_104_02_Ordering_img_0228.png,TRUE,tpc_ordering_ordering_in_partscheck,1
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_002,2,"Ask the customer for their TeamViewer ID and password. If they do not have TeamViewer installed, instruct them to download it, or use AnyDesk as an alternative. Ensure to note down ID and password. Writing down the customer's details as they read them out helps prevent errors, ensures accuracy when connecting remotely, and avoids delays caused by incorrect information.",images/JI_104_02_Ordering_img_0229.png,TRUE,tpc_ordering_ordering_in_partscheck,2
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_003,3,"Once logged into PartsCheck, enter the quote number in the search bar to locate the quote, or click Check Price and find the quote under SAVED QUOTES. Click Open to view the quote.",images/JI_104_02_Ordering_img_0230.png,TRUE,tpc_ordering_ordering_in_partscheck,3
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_004,4,"Carefully review the previously selected part lines. Deselect any items the client no longer wishes to order, confirm the correct parts remain selected, and then click SAVE to continue.",images/JI_104_02_Ordering_img_0231.png,TRUE,tpc_ordering_ordering_in_partscheck,4
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_005,5,"Advise the customer that they can review their selected parts and access reports for List Price, Cost Price, and Unavailable Parts from this page to confirm accuracy before proceeding. The customer can send them off to the Insurance assessor.",images/JI_104_02_Ordering_img_0232.png,TRUE,tpc_ordering_ordering_in_partscheck,5
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_006,6,"Choose the appropriate Preferred Supply Date, add any relevant Supply Notes for the supplier, and then click PURCHASE to finalise the order. Entering the correct Supply Date ensures parts arrive when needed, limiting delays and preventing overstock in the parts warehouse. Adding clear Supply Notes helps suppliers meet specific requirements, and ensuring Autosync is selected allows for seamless data transfer into quote packages for faster processing. Entering clear Supply Notes ensures that suppliers receive important information, such as ETA requirements, helping them meet your delivery expectations and reducing the risk of delays or miscommunication.",images/JI_104_02_Ordering_img_0233.png,TRUE,tpc_ordering_ordering_in_partscheck,6
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_007,7,Click the Orders tab to view and manage the order you have just completed.,images/JI_104_02_Ordering_img_0234.png,TRUE,tpc_ordering_ordering_in_partscheck,7
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_008,8,"Orders Screen - Monitoring order status icons helps track supplier progress: a green eye means the supplier has viewed the order, a green truck indicates the parts have been dispatched, and a yellow truck shows a partial shipment. Checking the ETA date provides expected delivery timing, helping manage parts arrival and reduce delays. Tracking the order status through icons and ETA dates allows the customer to quickly see the progress of their orders, helping them manage expectations and plan repairs or work more efficiently.",images/JI_104_02_Ordering_img_0235.png,TRUE,tpc_ordering_ordering_in_partscheck,8
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_009,9,"When a supplier requests authority for a back-ordered item, click on the Orders tab, then click Authority Req. This will display all orders requiring your authorisation for back-ordered parts. Customers should approve back-order requests as soon as possible, as suppliers will not process or dispatch the part until approval is given; any delay in approval will directly delay the receipt of the part and extend repair times. Authorising back-ordered parts promptly ensures suppliers can proceed with sourcing and dispatching delayed items, helping to minimise downtime and keep jobs progressing without unnecessary hold-ups.",images/JI_104_02_Ordering_img_0236.png,TRUE,tpc_ordering_ordering_in_partscheck,9
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_010,10,"Click on the dropdown box and select either Approve or Reject, depending on the required action. It's important the customer is aware that once a back-ordered part is approved, it cannot be cancelled or returned without discussing directly with supplier, ensuring they make a fully informed decision before proceeding.",images/JI_104_02_Ordering_img_0237.png,TRUE,tpc_ordering_ordering_in_partscheck,10
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_011,11,"Once you have made your selection, enter your name and click Apply to finalise the action.",images/JI_104_02_Ordering_img_0238.png,TRUE,tpc_ordering_ordering_in_partscheck,11
JI_104_02_Ordering.docx,Training Repairers on PartsCheck,Ordering,Ordering in PartsCheck,tpc_ordering_ordering_in_partscheck_012,12,[Image],images/JI_104_02_Ordering_img_0239.png,TRUE,tpc_ordering_ordering_in_partscheck,12
